"","ensembl.id","Symbol","moduleColor","GS.fgf21.serum","MM.maroon","MM.paleturquoise"
"268","ENSMUSG00000030738","Eif3c","paleturquoise",0.607171501972125,0.466348683729299,0.67750629061289
"269","ENSMUSG00000011008","Mcoln2","paleturquoise",0.606679427231269,0.54560457075971,0.669866516229168
"270","ENSMUSG00000028693","Nasp","paleturquoise",0.606331836067946,0.666292546384313,0.758381113087125
"271","ENSMUSG00000042766","Trim46","paleturquoise",0.606191217186961,0.856412883442869,0.636961600930491
"272","ENSMUSG00000028755","Cda","paleturquoise",0.606125918538666,0.550503139995026,0.898551995232878
"273","ENSMUSG00000062906","Hdac10","paleturquoise",0.60608704809499,0.6274678237892,0.833303354176567
"274","ENSMUSG00000040701","Ap1g2","paleturquoise",0.606040516883212,0.259595918718682,0.683661280648315
"275","ENSMUSG00000034845","Plvap","paleturquoise",0.605850674436884,0.572111919656802,0.936113074569492
"276","ENSMUSG00000014867","Surf4","paleturquoise",0.605444436180408,0.507351798227251,0.809182373981501
"277","ENSMUSG00000019470","Xab2","paleturquoise",0.605295149634467,0.303190018643804,0.874076623934305
"278","ENSMUSG00000068922","Msto1","paleturquoise",0.605189009004499,0.489475139874301,0.895918794872625
"279","ENSMUSG00000015095","Fbxw5","paleturquoise",0.604954575936002,0.268160713689283,0.880301175152988
"280","ENSMUSG00000003363","Pld3","paleturquoise",0.604595295099512,0.358811686813493,0.742490178201282
"281","ENSMUSG00000029605","Oas1b","paleturquoise",0.603975956804523,0.404454696631585,0.562400664069722
"282","ENSMUSG00000014859","E2f4","paleturquoise",0.602575117672558,0.590158194101413,0.724387274614236
"283","ENSMUSG00000024571","Txnl4a","paleturquoise",0.602483637838612,0.498512498337623,0.936171868414569
"284","ENSMUSG00000087341","0610040F04Rik","paleturquoise",0.602449410811018,0.636777009032363,0.626497360165516
"285","ENSMUSG00000017493","Igfbp4","paleturquoise",0.60199305773114,0.615688614905397,0.859582836069995
"286","ENSMUSG00000022469","Rapgef3","paleturquoise",0.601884282042477,0.466325289688971,0.858663953760348
"287","ENSMUSG00000049680","Urgcp","paleturquoise",0.601690007615144,0.500153324387139,0.90398213436798
"288","ENSMUSG00000028841","Cnksr1","paleturquoise",0.6014528885987,0.376798322202365,0.805464034757108
"289","ENSMUSG00000034684","Sema3f","paleturquoise",0.601133588254136,0.510302917397772,0.756436153982293
"290","ENSMUSG00000029629","Phf14","paleturquoise",0.600999898377295,0.443997393107701,0.645808457147196
"291","ENSMUSG00000022554","Hgh1","paleturquoise",0.600642534184009,0.290882192371129,0.912683118201211
"292","ENSMUSG00000059552","Trp53","paleturquoise",0.600578142415756,0.485352226959229,0.188345964273479
"293","ENSMUSG00000049728","Zfp668","paleturquoise",0.6001566541699,0.489664672975114,0.723180517598825
